code,description,last_updated
Q776,Chondroectodermal dysplasia,2025-09-07
Q777,Spondyloepiphyseal dysplasia,2025-09-07
Q778,Other osteochondrodysplasia with defects of growth of tubular bones and spine,2025-09-07
Q779,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",2025-09-07
Q78,Other osteochondrodysplasias,2025-09-07
Q780,Osteogenesis imperfecta,2025-09-07
Q781,Polyostotic fibrous dysplasia,2025-09-07
Q782,Osteopetrosis,2025-09-07
Q783,Progressive diaphyseal dysplasia,2025-09-07
Q784,Enchondromatosis,2025-09-07
Q785,Metaphyseal dysplasia,2025-09-07
Q786,Multiple congenital exostoses,2025-09-07
Q788,Other specified osteochondrodysplasias,2025-09-07
Q789,"Osteochondrodysplasia, unspecified",2025-09-07
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",2025-09-07
Q790,Congenital diaphragmatic hernia,2025-09-07
Q791,Other congenital malformations of diaphragm,2025-09-07
Q792,Exomphalos,2025-09-07
Q793,Gastroschisis,2025-09-07
Q794,Prune belly syndrome,2025-09-07
Q795,Other congenital malformations of abdominal wall,2025-09-07
Q796,Ehlers-Danlos syndrome,2025-09-07
Q798,Other congenital malformations of musculoskeletal system,2025-09-07
Q799,"Congenital malformation of musculoskeletal system, unspecified",2025-09-07
Q80,Congenital ichthyosis,2025-09-07
Q800,Ichthyosis vulgaris,2025-09-07
Q801,X-linked ichthyosis,2025-09-07
Q802,Lamellar ichthyosis,2025-09-07
Q803,Congenital bullous ichthyosiform erythroderma,2025-09-07
Q804,Harlequin fetus,2025-09-07
Q808,Other congenital ichthyosis,2025-09-07
Q809,"Congenital ichthyosis, unspecified",2025-09-07
Q81,Epidermolysis bullosa,2025-09-07
Q810,Epidermolysis bullosa simplex,2025-09-07
Q811,Epidermolysis bullosa letalis,2025-09-07
Q812,Epidermolysis bullosa dystrophica,2025-09-07
Q818,Other epidermolysis bullosa,2025-09-07
Q819,"Epidermolysis bullosa, unspecified",2025-09-07
Q82,Other congenital malformations of skin,2025-09-07
Q820,Hereditary lymphoedema,2025-09-07
Q821,Xeroderma pigmentosum,2025-09-07
Q822,Mastocytosis,2025-09-07
Q823,Incontinentia pigmenti,2025-09-07
Q824,Ectodermal dysplasia (anhidrotic),2025-09-07
Q825,Congenital non-neoplastic naevus,2025-09-07
Q828,Other specified congenital malformations of skin,2025-09-07
Q829,"Congenital malformation of skin, unspecified",2025-09-07
Q83,Congenital malformations of breast,2025-09-07
Q830,Congenital absence of breast with absent nipple,2025-09-07
Q831,Accessory breast,2025-09-07
Q832,Absent nipple,2025-09-07
Q833,Accessory nipple,2025-09-07
Q838,Other congenital malformations of breast,2025-09-07
Q839,"Congenital malformation of breast, unspecified",2025-09-07
Q84,Other congenital malformations of integument,2025-09-07
Q840,Congenital alopecia,2025-09-07
Q841,"Congenital morphological disturbances of hair, not elsewhere classified",2025-09-07
Q842,Other congenital malformations of hair,2025-09-07
Q843,Anonychia,2025-09-07
Q844,Congenital leukonychia,2025-09-07
Q845,Enlarged and hypertrophic nails,2025-09-07
Q846,Other congenital malformations of nails,2025-09-07
Q848,Other specified congenital malformations of integument,2025-09-07
Q849,"Congenital malformation of integument, unspecified",2025-09-07
Q85,"Phakomatoses, not elsewhere classified",2025-09-07
Q850,Neurofibromatosis (nonmalignant),2025-09-07
Q851,Tuberous sclerosis,2025-09-07
Q858,"Other phakomatoses, not elsewhere classified",2025-09-07
Q859,"Phakomatosis, unspecified",2025-09-07
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",2025-09-07
Q860,Fetal alcohol syndrome (dysmorphic),2025-09-07
Q861,Fetal hydantoin syndrome,2025-09-07
Q862,Dysmorphism due to warfarin,2025-09-07
Q868,Other congenital malformation syndromes due to known exogenous causes,2025-09-07
Q87,Other specified congenital malformation syndromes affecting multiple systems,2025-09-07
Q870,Congenital malformation syndromes predominantly affecting facial appearance,2025-09-07
Q871,Congenital malformation syndromes predominantly associated with short stature,2025-09-07
Q872,Congenital malformation syndromes predominantly involving limbs,2025-09-07
Q873,Congenital malformation syndromes involving early overgrowth,2025-09-07
Q874,Marfan syndrome,2025-09-07
Q875,Other congenital malformation syndromes with other skeletal changes,2025-09-07
Q878,"Other specified congenital malformation syndromes, not elsewhere classified",2025-09-07
Q89,"Other congenital malformations, not elsewhere classified",2025-09-07
Q890,Congenital malformations of spleen,2025-09-07
Q891,Congenital malformations of adrenal gland,2025-09-07
Q892,Congenital malformations of other endocrine glands,2025-09-07
Q893,Situs inversus,2025-09-07
Q894,Conjoined twins,2025-09-07
Q897,"Multiple congenital malformations, not elsewhere classified",2025-09-07
Q898,Other specified congenital malformations,2025-09-07
Q899,"Congenital malformation, unspecified",2025-09-07
Q90,Down syndrome,2025-09-07
Q900,"Trisomy 21, meiotic nondisjunction",2025-09-07
Q901,"Trisomy 21, mosaicism (mitotic nondisjunction)",2025-09-07
Q902,"Trisomy 21, translocation",2025-09-07
Q909,"Down syndrome, unspecified",2025-09-07
Q91,Edwards syndrome and Patau syndrome,2025-09-07
Q910,"Trisomy 18, meiotic nondisjunction",2025-09-07
Q911,"Trisomy 18, mosaicism (mitotic nondisjunction)",2025-09-07
Q912,"Trisomy 18, translocation",2025-09-07
Q913,"Edwards syndrome, unspecified",2025-09-07
Q914,"Trisomy 13, meiotic nondisjunction",2025-09-07
Q915,"Trisomy 13, mosaicism (mitotic nondisjunction)",2025-09-07
Q916,"Trisomy 13, translocation",2025-09-07
Q917,"Patau syndrome, unspecified",2025-09-07
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",2025-09-07
Q920,"Whole chromosome trisomy, meiotic nondisjunction",2025-09-07
Q921,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)",2025-09-07
Q922,Major partial trisomy,2025-09-07
Q923,Minor partial trisomy,2025-09-07
Q924,Duplications seen only at prometaphase,2025-09-07
Q925,Duplications with other complex rearrangements,2025-09-07
Q926,Extra marker chromosomes,2025-09-07
Q927,Triploidy and polyploidy,2025-09-07
Q928,Other specified trisomies and partial trisomies of autosomes,2025-09-07
Q929,"Trisomy and partial trisomy of autosomes, unspecified",2025-09-07
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",2025-09-07
Q930,"Whole chromosome monosomy, meiotic nondisjunction",2025-09-07
Q931,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)",2025-09-07
Q932,Chromosome replaced with ring or dicentric,2025-09-07
Q933,Deletion of short arm of chromosome 4,2025-09-07
Q934,Deletion of short arm of chromosome 5,2025-09-07
Q935,Other deletions of part of a chromosome,2025-09-07
Q936,Deletions seen only at prometaphase,2025-09-07
Q937,Deletions with other complex rearrangements,2025-09-07
Q938,Other deletions from the autosomes,2025-09-07
Q939,"Deletion from autosomes, unspecified",2025-09-07
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",2025-09-07
Q950,Balanced translocation and insertion in normal individual,2025-09-07
Q951,Chromosome inversion in normal individual,2025-09-07
Q952,Balanced autosomal rearrangement in abnormal individual,2025-09-07
Q953,Balanced sex/autosomal rearrangement in abnormal individual,2025-09-07
Q954,Individuals with marker heterochromatin,2025-09-07
Q955,Individuals with autosomal fragile site,2025-09-07
Q958,Other balanced rearrangements and structural markers,2025-09-07
Q959,"Balanced rearrangement and structural marker, unspecified",2025-09-07
Q96,Turner syndrome,2025-09-07
Q960,"Karyotype 45,X",2025-09-07
Q961,"Karyotype 46,X iso (Xq)",2025-09-07
Q962,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)",2025-09-07
Q963,"Mosaicism, 45,X/46,XX or XY",2025-09-07
Q964,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome",2025-09-07
Q968,Other variants of Turner syndrome,2025-09-07
Q969,"Turner syndrome, unspecified",2025-09-07
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",2025-09-07
Q970,"Karyotype 47,XXX",2025-09-07
Q971,Female with more than three X chromosomes,2025-09-07
Q972,"Mosaicism, lines with various numbers of X chromosomes",2025-09-07
Q973,"Female with 46,XY karyotype",2025-09-07
Q978,"Other specified sex chromosome abnormalities, female phenotype",2025-09-07
Q979,"Sex chromosome abnormality, female phenotype, unspecified",2025-09-07
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",2025-09-07
Q980,"Klinefelter syndrome karyotype 47,XXY",2025-09-07
Q981,"Klinefelter syndrome, male with more than two X chromosomes",2025-09-07
Q982,"Klinefelter syndrome, male with 46,XX karyotype",2025-09-07
Q983,"Other male with 46,XX karyotype",2025-09-07
Q984,"Klinefelter syndrome, unspecified",2025-09-07
Q985,"Karyotype 47,XYY",2025-09-07
Q986,Male with structurally abnormal sex chromosome,2025-09-07
Q987,Male with sex chromosome mosaicism,2025-09-07
Q988,"Other specified sex chromosome abnormalities, male phenotype",2025-09-07
Q989,"Sex chromosome abnormality, male phenotype, unspecified",2025-09-07
Q99,"Other chromosome abnormalities, not elsewhere classified",2025-09-07
Q990,"Chimera 46,XX/46,XY",2025-09-07
Q991,"46,XX true hermaphrodite",2025-09-07
Q992,Fragile X chromosome,2025-09-07
Q998,Other specified chromosome abnormalities,2025-09-07
Q999,"Chromosomal abnormality, unspecified",2025-09-07
R00,Abnormalities of heart beat,2025-09-07
R000,"Tachycardia, unspecified",2025-09-07
R001,"Bradycardia, unspecified",2025-09-07
R002,Palpitations,2025-09-07
R003,"Pulseless electrical activity, not elsewhere classified",2025-09-07
R008,Other and unspecified abnormalities of heart beat,2025-09-07
R01,Cardiac murmurs and other cardiac sounds,2025-09-07
R010,Benign and innocent cardiac murmurs,2025-09-07
R011,"Cardiac murmur, unspecified",2025-09-07
R012,Other cardiac sounds,2025-09-07
R02,"Gangrene, not elsewhere classified",2025-09-07
R03,"Abnormal blood-pressure reading, without diagnosis",2025-09-07
R030,"Elevated blood-pressure reading, without diagnosis of hypertension",2025-09-07
R031,Nonspecific low blood-pressure reading,2025-09-07
R04,Haemorrhage from respiratory passages,2025-09-07
R040,Epistaxis,2025-09-07
R041,Haemorrhage from throat,2025-09-07
R042,Haemoptysis,2025-09-07
R048,Haemorrhage from other sites in respiratory passages,2025-09-07
R049,"Haemorrhage from respiratory passages, unspecified",2025-09-07
R05,Cough,2025-09-07
R06,Abnormalities of breathing,2025-09-07
R060,Dyspnoea,2025-09-07
R061,Stridor,2025-09-07
R062,Wheezing,2025-09-07
R063,Periodic breathing,2025-09-07
R064,Hyperventilation,2025-09-07
R065,Mouth breathing,2025-09-07
R066,Hiccough,2025-09-07
R067,Sneezing,2025-09-07
R068,Other and unspecified abnormalities of breathing,2025-09-07
R07,Pain in throat and chest,2025-09-07
R070,Pain in throat,2025-09-07
R071,Chest pain on breathing,2025-09-07
R072,Precordial pain,2025-09-07
R073,Other chest pain,2025-09-07
R074,"Chest pain, unspecified",2025-09-07
R09,Other symptoms and signs involving the circulatory and respiratory systems,2025-09-07
R090,Asphyxia,2025-09-07
R091,Pleurisy,2025-09-07
R092,Respiratory arrest,2025-09-07
R093,Abnormal sputum,2025-09-07
R098,Other specified symptoms and signs involving the circulatory and respiratory systems,2025-09-07
R10,Abdominal and pelvic pain,2025-09-07
R100,Acute abdomen,2025-09-07
R101,Pain localized to upper abdomen,2025-09-07
R102,Pelvic and perineal pain,2025-09-07
R103,Pain localized to other parts of lower abdomen,2025-09-07
R104,Other and unspecified abdominal pain,2025-09-07
R11,Nausea and vomiting,2025-09-07
R12,Heartburn,2025-09-07
R13,Dysphagia,2025-09-07
R14,Flatulence and related conditions,2025-09-07
R15,Faecal incontinence,2025-09-07
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",2025-09-07
R160,"Hepatomegaly, not elsewhere classified",2025-09-07
R161,"Splenomegaly, not elsewhere classified",2025-09-07
R162,"Hepatomegaly with splenomegaly, not elsewhere classified",2025-09-07
R17,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified",2025-09-07
R170,"Hyperbilirubinaemia with mention of jaundice, not elsewhere classified",2025-09-07
R179,"Hyperbilirubinaemia without mention of jaundice, not elsewhere classified",2025-09-07
R18,Ascites,2025-09-07
R19,Other symptoms and signs involving the digestive system and abdomen,2025-09-07
R190,"Intra-abdominal and pelvic swelling, mass and lump",2025-09-07
R191,Abnormal bowel sounds,2025-09-07
R192,Visible peristalsis,2025-09-07
R193,Abdominal rigidity,2025-09-07
R194,Change in bowel habit,2025-09-07
R195,Other faecal abnormalities,2025-09-07
R196,Halitosis,2025-09-07
R198,Other specified symptoms and signs involving the digestive system and abdomen,2025-09-07
R20,Disturbances of skin sensation,2025-09-07
R200,Anaesthesia of skin,2025-09-07
R201,Hypoaesthesia of skin,2025-09-07
R202,Paraesthesia of skin,2025-09-07
R203,Hyperaesthesia,2025-09-07
R208,Other and unspecified disturbances of skin sensation,2025-09-07
R21,Rash and other nonspecific skin eruption,2025-09-07
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",2025-09-07
R220,"Localized swelling, mass and lump, head",2025-09-07
R221,"Localized swelling, mass and lump, neck",2025-09-07
R222,"Localized swelling, mass and lump, trunk",2025-09-07
R223,"Localized swelling, mass and lump, upper limb",2025-09-07
R224,"Localized swelling, mass and lump, lower limb",2025-09-07
R227,"Localized swelling, mass and lump, multiple sites",2025-09-07
R229,"Localized swelling, mass and lump, unspecified",2025-09-07
R23,Other skin changes,2025-09-07
R230,Cyanosis,2025-09-07
R231,Pallor,2025-09-07
R232,Flushing,2025-09-07
R233,Spontaneous ecchymoses,2025-09-07
R234,Changes in skin texture,2025-09-07
R238,Other and unspecified skin changes,2025-09-07
R25,Abnormal involuntary movements,2025-09-07
R250,Abnormal head movements,2025-09-07
R251,"Tremor, unspecified",2025-09-07
R252,Cramp and spasm,2025-09-07
R253,Fasciculation,2025-09-07
R258,Other and unspecified abnormal involuntary movements,2025-09-07
R26,Abnormalities of gait and mobility,2025-09-07
R260,Ataxic gait,2025-09-07
R261,Paralytic gait,2025-09-07
R262,"Difficulty in walking, not elsewhere classified",2025-09-07
R263,Immobility,2025-09-07
R268,Other and unspecified abnormalities of gait and mobility,2025-09-07
R27,Other lack of coordination,2025-09-07
R270,"Ataxia, unspecified",2025-09-07
R278,Other and unspecified lack of coordination,2025-09-07
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,2025-09-07
R290,Tetany,2025-09-07
R291,Meningismus,2025-09-07
R292,Abnormal reflex,2025-09-07
R293,Abnormal posture,2025-09-07
R294,Clicking hip,2025-09-07
R296,"Tendency to fall, not elsewhere classified",2025-09-07
R298,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems,2025-09-07
R30,Pain associated with micturition,2025-09-07
R300,Dysuria,2025-09-07
R301,Vesical tenesmus,2025-09-07
R309,"Painful micturition, unspecified",2025-09-07
R31,Unspecified haematuria,2025-09-07
R32,Unspecified urinary incontinence,2025-09-07
R33,Retention of urine,2025-09-07
R34,Anuria and oliguria,2025-09-07
R35,Polyuria,2025-09-07
R36,Urethral discharge,2025-09-07
R39,Other symptoms and signs involving the urinary system,2025-09-07
R390,Extravasation of urine,2025-09-07
R391,Other difficulties with micturition,2025-09-07
R392,Extrarenal uraemia,2025-09-07
R398,Other and unspecified symptoms and signs involving the urinary system,2025-09-07
R40,"Somnolence, stupor and coma",2025-09-07
R400,Somnolence,2025-09-07
R401,Stupor,2025-09-07
